hello;olá
Oh, no, no, no. Don't listen to him, he's joking. Aren't you, my FAITHFUL assistant?;Ah, não, não, não. Não dê ouvidos a ele, ele está brincando. Não é você, meu assistente FIEL?
We sense that there are other beings around her, smelly creatures, and some sort of presence is watching over her.;Sentimos que há outros seres ao seu redor, criaturas fedorentas, e algum tipo de presença está cuidando dela.
We need your help. The final fight against Lord Iorwerth is nearly here.;Precisamos da sua ajuda. A luta final contra Lord Iorwerth está quase aqui.
Why did Glouphrie send so many there, but only one here?;Por que Glouphrie enviou tantos para lá, mas apenas um para cá?
2.1 Talking to Dallas;2.1 Conversando com Dallas
Hello short person.;Olá baixinho.
2 What is this? A workshop for giants?;2 O que é isso? Uma oficina para gigantes?
The Fire Warrior casts fire bolt and knocks the player back from the door.;O Guerreiro do Fogo lança um raio de fogo e empurra o jogador para longe da porta.
What's that then?;O que é isso então?
4.3 Going to the top of the tower;4.3 Indo para o topo da torre
Three?;Três?
1.3.1 Talking to Almera again;1.3.1 Conversando com Almera novamente
3.3 Investigating the skeleton;3.3 Investigando o esqueleto
I've already collected a foot from this thing. I should take it to Sarah.;Já juntei um pé desta coisa. Eu deveria levá-lo para Sarah.
You were sent to try my patience, weren't you? Go away and make that magnet, then hand it to Ava.;Você foi enviado para testar minha paciência, não foi? Vá embora e faça aquele ímã e depois entregue-o para Ava.
The door grinds open.;A porta se abre.
If the player has less than 500 coins;Se o jogador tiver menos de 500 moedas
I'd like to collect items please.;Eu gostaria de coletar itens, por favor.
1.3 Talking to Jamila after talking to Maisa;1.3 Conversando com Jamila depois de conversar com Maisa
I don't know and I don't need to know. I've been paid to recover it from this place and that's all that matters to me.;Não sei e não preciso saber. Fui pago para recuperá-lo deste lugar e isso é tudo que importa para mim.
Help us bring about the return of Lord Hazeel, and you will be well rewarded. However, should you continue to try and prevent his return, you will suffer the wrath of Zamorak.;Ajude-nos a trazer o retorno de Lord Hazeel e você será bem recompensado. No entanto, se você continuar tentando impedir seu retorno, sofrerá a ira de Zamorak.
I'm afraid I can't let you travel with us without it.;Receio não poder deixar você viajar conosco sem ele.
Hamal, I'm sorry, but your daughter is dead.;Hamal, sinto muito, mas sua filha está morta.
Well, Bwana, I would guess that you would need to get some bronze metal and work it into something that could be turned into a necklace?;Bem, Bwana, imagino que você precisaria de algum metal de bronze e transformá-lo em algo que pudesse ser transformado em um colar.
3.5.1 Cordelia;3.5.1 Cordélia
18.2 Talking to the Menaphite Leader;18.2 Conversando com o Líder Menaphita
I don't have time to search that.;Não tenho tempo para pesquisar isso.
So somebody from the landing party must have gotten themselves jinxed...;Então alguém do grupo de desembarque deve ter sido azarado...
I can't seem to remember anything beyond chatting to a man at the docks.;Não consigo me lembrar de nada além de conversar com um homem nas docas.
We're hanging in there soldier. For the next phase of our attack we need to breach their stronghold.;Estamos aguentando firme, soldado. Para a próxima fase do nosso ataque, precisamos invadir a fortaleza deles.
2.3 Talking to Caleb again after giving the fish (duplicate in case this line comes up later);2.3 Conversando com Caleb novamente depois de dar o peixe (duplicado caso esta linha apareça mais tarde)
You tell Juna some stories of your adventures.;Você conta a Juna algumas histórias de suas aventuras.
7.6 Talking to Irena after choosing both skills;7.6 Conversando com Irena depois de escolher as duas habilidades
I need a desert robe, a desert shirt and desert boots if you want these clothes off me.;Preciso de um manto de deserto, uma camisa de deserto e botas de deserto se você quiser tirar essas roupas de mim.
Exactly, you're gettin the hang of this quickly!;Exatamente, você está pegando o jeito rapidamente!
Settings menuOn the side panel, you can now see a variety of game settings. You can also tap the all settings button to see all available settings. Talk to the Gielinor Guide to continue.;Menu ConfiguraçõesNo painel lateral, agora você pode ver uma variedade de configurações do jogo. Você também pode tocar no botão todas as configurações para ver todas as configurações disponíveis. Fale com o Guia Guilenor para continuar.
I could go on, but I have more urgent things to attend to.;Eu poderia continuar, mas tenho coisas mais urgentes para resolver.
Well they're as good as dead then, no point in trying to save them.;Bem, eles estão praticamente mortos então, não adianta tentar salvá-los.
3.5 Talking to the apprentices before speaking to Traiborn;3.5 Conversando com os aprendizes antes de falar com Traiborn
So how has this caused Incomitatus to become ill?;Então, como isso fez com que Incomitatus adoecesse?
6.11 Talking to Mine cart driver;6.11 
Second visit to Sir Amik;Segunda visita a Sir Amik
Yes, and I can tell you where he lives.;Sim, e posso dizer onde ele mora.
Your false gods will not protect you!;Seus falsos deuses não irão protegê-lo!
I don't know much about the Mahjarrat, but it's clear they're not easy to kill. Jhallan is thankfully fairly weak for their kind, but that still makes him significantly stronger than us.;Não sei muito sobre os Mahjarrat, mas está claro que eles não são fáceis de matar. Felizmente, Jhallan é bastante fraco para sua espécie, mas isso ainda o torna significativamente mais forte do que nós.
(Non-quest dialogue) Do you have any other quests for me?;(Diálogo fora da missão) Você tem alguma outra missão para mim?
(Player receives an Attack cape and hood and pays 99,000 coins.);(O jogador recebe uma capa e capuz de ataque e paga 99.000 moedas.)
If the player hasn't claimed their member rewards yet and is on a free-to-play world;Se o jogador ainda não resgatou suas recompensas de membro e está em um mundo gratuito para jogar
(Player receives 4 Antique lamp (A Night at the Theatre).);(O jogador recebe 4 lâmpadas antigas (Uma Noite no Teatro).)
I see. Thank you, Mehhar.;Eu vejo. Obrigado, Mehhar.
Thank you all for coming. As I'm sure you are aware, we are facing one of the greatest threats ever seen in our time.;Obrigado a todos por terem vindo. Como tenho certeza de que vocês sabem, estamos enfrentando uma das maiores ameaças já vistas em nosso tempo.
Well well, you are clever! Did you bring her back?;Bem, bem, você é inteligente! Você a trouxe de volta?
Oh... Err...;Ah... Err...
Shut up!;Cale-se!
Well, best of luck with that.;Bem, boa sorte com isso.
Our fields stretch as far as the eye can see. With incredible teamwork and group efforts, the ability to provide Great Kourend's people with food and herbal supplies is quite literally the fruits of our labour.;Nossos campos se estendem até onde a vista alcança. Com um incrível trabalho em equipe e esforços de grupo, a capacidade de fornecer alimentos e suprimentos de ervas ao povo de Grande Kourend é literalmente o fruto do nosso trabalho.
Right. Bentley. That's what I said.;Certo. Bentley. Isso é o que eu disse.
What if I get you some kind of guarantee of safe passage from the village? Will that do?;E se eu conseguir algum tipo de garantia de passagem segura para fora da aldeia? Isso servirá?
(If Song of the Elves is completed;(Se Canção dos Elfos for concluída
It used to be easy to get to this plateau, but it is now snowed over and virtually inaccessible. That's global warming for you!;Costumava ser fácil chegar a este planalto, mas agora está coberto de neve e praticamente inacessível. Isso é aquecimento global para você!
Inciting violence? You must be joking! All I've done is express my valid concerns. There is no law against that!;Incitando a violência? Você deve estar brincando! Tudo o que fiz foi expressar minhas preocupações válidas. Não existe lei contra isso!
If not him, one of his minions will be. He'll want to know what happens at this meeting.;Se não for ele, um de seus asseclas será. Ele vai querer saber o que acontece nesta reunião.
Can you remind me of the quest I am on?;Você pode me lembrar da missão em que estou?
If the player has keys from Traiborn and Rovin;Se o jogador tiver as chaves de Traiborn e Rovin
4.9 Taking the pendant;4.9 Pegando o pingente
1.3.2.1 Dialogue 1;1.3.2.1 Diálogo 1
I'd rather...die...than suffer...the shame.;Prefiro...morrer...do que sofrer...a vergonha.
Don't die today.;Não morra hoje.
So where's this Arposandra place anyway?;Então, onde fica esse lugar em Arposandra?
You already have the rota, perhaps you should take both rotas back to Bert in Yanille.;Você já tem a rota, talvez deva pegar as duas rotas de volta para Bert em Yanille.
2.2 Talking to King Bolren after activating Yewnock's machine;2.2 Conversando com o Rei Bolren após ativar a máquina de Yewnock
I do indeed. I gave it to my mother. That's why I now live alone.;Eu realmente quero. Eu dei para minha mãe. É por isso que agora moro sozinho.
Okay, here goes! Remember, to return, just drink from the fountain.;Ok, aqui vai! Lembre-se, para voltar, basta beber da fonte.
2.3.1 First talk;2.3.1 Primeira conversa
Bank Camel;Banco Camelo
Not as far as I can recall. Councillor Hughes used to order things from time to time, before she was arrested. None of the others have ever shopped here though.;Pelo que me lembro, não. A vereadora Hughes costumava fazer pedidos de vez em quando, antes de ser presa. Nenhum dos outros jamais comprou aqui.
I don't understand Phileas. Why are you here?;Não entendo Phileas. Por que você está aqui?
I've noticed that you've unlocked the ability to craft slayer helms. From now on, when assembling one, fasten a pair of Reinforced Goggles to the eye holes to gain their benefit.;Percebi que você desbloqueou a habilidade de criar elmos de Extermínio. A partir de agora, ao montar um, prenda um par de óculos reforçados nos orifícios dos olhos para obter seu benefício.
ways.;caminhos.
That doesn't matter! You said yourself that goblins couldn't have made that, so they must have stolen it from somewhere.;Isso não importa! Você mesmo disse que os goblins não poderiam ter feito isso, então eles devem ter roubado de algum lugar.
